,smoking_status
46237,Smoker
46238,Smoker
46239,Smoker
46240,Smoker
46241,Smoker
46242,Smoker
46243,Smoker
46244,Smoker
46245,Smoker
46246,Smoker
46247,Smoker
46248,Smoker
46249,Smoker
46250,Smoker
46251,Smoker
46252,Smoker
46253,Smoker
46254,Smoker
46255,Smoker
46256,Smoker
46257,Smoker
46258,Smoker
46259,Smoker
46260,Smoker
46261,Smoker
46262,Smoker
46263,Smoker
46264,Smoker
46265,Smoker
46266,Smoker
46267,Smoker
46268,Smoker
46269,Smoker
46270,Smoker
46271,Smoker
46272,Smoker
46273,Smoker
46274,Smoker
46275,Smoker
46276,Smoker
46277,Smoker
46278,Smoker
46279,Smoker
46280,Smoker
46281,Smoker
46282,Smoker
46283,Smoker
46284,Smoker
46285,Smoker
46286,Smoker
46287,Smoker
46288,Smoker
46289,Smoker
46290,Smoker
46291,Smoker
46292,Smoker
46293,Smoker
46294,Smoker
46295,Smoker
46296,Smoker
46297,Smoker
46298,Smoker
46299,Smoker
46300,Smoker
46301,Smoker
46302,Smoker
46303,Smoker
46304,Smoker
46305,Smoker
46306,Smoker
46307,Smoker
46308,Smoker
46309,Smoker
46310,Smoker
46311,Smoker
46312,Smoker
46313,Smoker
46314,Smoker
46315,Smoker
46316,Smoker
46317,Smoker
46318,Smoker
46319,Smoker
46320,Smoker
46321,Smoker
46322,Smoker
46323,Smoker
46324,Smoker
46325,Smoker
46326,Smoker
46327,Smoker
46328,Smoker
46329,Smoker
46330,Smoker
46331,Smoker
46332,Smoker
46333,Smoker
46334,Smoker
46335,Smoker
46336,Smoker
46337,Smoker
46338,Smoker
46339,Smoker
46340,Smoker
46341,Smoker
46342,Smoker
46343,Smoker
46344,Smoker
46345,Smoker
46346,Smoker
46347,Smoker
46348,Smoker
46349,Smoker
46350,Smoker
46351,Smoker
46352,Smoker
46353,Smoker
46354,Smoker
46355,Smoker
46356,Smoker
46357,Smoker
46358,Smoker
46359,Smoker
46360,Smoker
46361,Smoker
46362,Smoker
46363,Smoker
46364,Smoker
46365,Smoker
46366,Smoker
46367,Smoker
46368,Smoker
46369,Smoker
46370,Smoker
46371,Smoker
46372,Smoker
46373,Smoker
46374,Smoker
46375,Smoker
46376,Smoker
46377,Smoker
46378,Smoker
46379,Smoker
46380,Smoker
46381,Smoker
46382,Smoker
46383,Smoker
46384,Smoker
46385,Smoker
46386,Smoker
46387,Smoker
46388,Smoker
46389,Smoker
46390,Smoker
46391,Smoker
46392,Smoker
46393,Smoker
46394,Smoker
46395,Smoker
46396,Smoker
46397,Smoker
46398,Smoker
46399,Smoker
46400,Smoker
46401,Smoker
46402,Smoker
46403,Smoker
46404,Smoker
46405,Smoker
46406,Smoker
46407,Smoker
46408,Smoker
46409,Smoker
46410,Smoker
46411,Smoker
46412,Smoker
46413,Smoker
46414,Smoker
46415,Smoker
46416,Smoker
46417,Smoker
46418,Smoker
46419,Smoker
46420,Smoker
46421,Smoker
46422,Smoker
46423,Smoker
46424,Smoker
46425,Smoker
46426,Smoker
46427,Smoker
46428,Smoker
46429,Smoker
46430,Smoker
46431,Smoker
46432,Smoker
46433,Smoker
46434,Smoker
46435,Smoker
46436,Smoker
46437,Smoker
46438,Smoker
46439,Smoker
46440,Smoker
46441,Smoker
46442,Smoker
46443,Smoker
46444,Smoker
46445,Smoker
46446,Smoker
46447,Smoker
46448,Smoker
46449,Smoker
46450,Smoker
46451,Smoker
46452,Smoker
46453,Smoker
46454,Smoker
46455,Smoker
46456,Smoker
46457,Smoker
46458,Smoker
46459,Smoker
46460,Smoker
46461,Smoker
46462,Smoker
46463,Smoker
46464,Smoker
46465,Smoker
46466,Smoker
46467,Smoker
46468,Smoker
46469,Smoker
46470,Smoker
46471,Smoker
46472,Smoker
46473,Smoker
46474,Smoker
46475,Smoker
46476,Smoker
46477,Smoker
46478,Smoker
46479,Smoker
46480,Smoker
46481,Smoker
46482,Smoker
46483,Smoker
46484,Smoker
46485,Smoker
46486,Smoker
46487,Smoker
46488,Smoker
46489,Smoker
46490,Smoker
46491,Smoker
46492,Smoker
46493,Smoker
46494,Smoker
46495,Smoker
46496,Smoker
46497,Smoker
46498,Smoker
46499,Smoker
46500,Smoker
46501,Smoker
46502,Smoker
46503,Smoker
46504,Smoker
46505,Smoker
46506,Smoker
46507,Smoker
46508,Smoker
46509,Smoker
46510,Smoker
46511,Smoker
46512,Smoker
46513,Smoker
46514,Smoker
46515,Smoker
46516,Smoker
46517,Smoker
46518,Smoker
46519,Smoker
46520,Smoker
46521,Smoker
46522,Smoker
46523,Smoker
46524,Smoker
46525,Smoker
46526,Smoker
46527,Smoker
46528,Smoker
46529,Smoker
46530,Smoker
46531,Smoker
46532,Smoker
46533,Smoker
46534,Smoker
46535,Smoker
46536,Smoker
46537,Smoker
46538,Smoker
46539,Smoker
46540,Smoker
46541,Smoker
46542,Smoker
46543,Smoker
46544,Smoker
46545,Smoker
46546,Smoker
46547,Smoker
46548,Smoker
46549,Smoker
46550,Smoker
46551,Smoker
46552,Smoker
46553,Smoker
46554,Smoker
46555,Smoker
46556,Smoker
46557,Smoker
46558,Smoker
46559,Smoker
46560,Smoker
46561,Smoker
46562,Smoker
46563,Smoker
46564,Smoker
46565,Smoker
46566,Smoker
46567,Smoker
46568,Smoker
46569,Smoker
46570,Smoker
46571,Smoker
46572,Smoker
46573,Smoker
46574,Smoker
46575,Smoker
46576,Smoker
46577,Smoker
46578,Smoker
46579,Smoker
46580,Smoker
46581,Smoker
46582,Smoker
46583,Smoker
46584,Smoker
46585,Smoker
46586,Smoker
46587,Smoker
46588,Smoker
46589,Smoker
46590,Smoker
46591,Smoker
46592,Smoker
46593,Smoker
46594,Smoker
46595,Smoker
46596,Smoker
46597,Smoker
46598,Smoker
46599,Smoker
46600,Smoker
46601,Smoker
46602,Smoker
46603,Smoker
46604,Smoker
46605,Smoker
46606,Smoker
46607,Smoker
46608,Smoker
46609,Smoker
46610,Smoker
46611,Smoker
46612,Smoker
46613,Smoker
46614,Smoker
46615,Smoker
46616,Smoker
46617,Smoker
46618,Smoker
46619,Smoker
46620,Smoker
46621,Smoker
46622,Smoker
46623,Smoker
46624,Smoker
46625,Smoker
46626,Smoker
46627,Smoker
46628,Smoker
46629,Smoker
46630,Smoker
46631,Smoker
46632,Smoker
46633,Smoker
46634,Smoker
46635,Smoker
46636,Smoker
46637,Smoker
46638,Smoker
46639,Smoker
46640,Smoker
46641,Smoker
46642,Smoker
46643,Smoker
46644,Smoker
46645,Smoker
46646,Smoker
46647,Smoker
46648,Smoker
46649,Smoker
46650,Smoker
46651,Smoker
46652,Smoker
46653,Smoker
46654,Smoker
46655,Smoker
46656,Smoker
46657,Smoker
46658,Smoker
46659,Smoker
46660,Smoker
46661,Smoker
46662,Smoker
46663,Smoker
46664,Smoker
46665,Smoker
46666,Smoker
46667,Smoker
46668,Smoker
46669,Smoker
46670,Smoker
46671,Smoker
46672,Smoker
46673,Smoker
46674,Smoker
46675,Smoker
46676,Smoker
46677,Smoker
46678,Smoker
46679,Smoker
46680,Smoker
46681,Smoker
46682,Smoker
46683,Smoker
46684,Smoker
46685,Smoker
46686,Smoker
46687,Smoker
46688,Smoker
46689,Smoker
46690,Smoker
46691,Smoker
46692,Smoker
46693,Smoker
46694,Smoker
46695,Smoker
46696,Smoker
46697,Smoker
46698,Smoker
46699,Smoker
46700,Smoker
46701,Smoker
46702,Smoker
46703,Smoker
46704,Smoker
46705,Smoker
46706,Smoker
46707,Smoker
46708,Smoker
46709,Smoker
46710,Smoker
46711,Smoker
46712,Smoker
46713,Smoker
46714,Smoker
46715,Smoker
46716,Smoker
46717,Smoker
46718,Smoker
46719,Smoker
46720,Smoker
46721,Smoker
46722,Smoker
46723,Smoker
46724,Smoker
46725,Smoker
46726,Smoker
46727,Smoker
46728,Smoker
46729,Smoker
46730,Smoker
46731,Smoker
46732,Smoker
46733,Smoker
46734,Smoker
46735,Smoker
46736,Smoker
46737,Smoker
46738,Smoker
46739,Smoker
46740,Smoker
46741,Smoker
46742,Smoker
46743,Smoker
46744,Smoker
46745,Smoker
46746,Smoker
46747,Smoker
46748,Smoker
46749,Smoker
46750,Smoker
46751,Smoker
46752,Smoker
46753,Smoker
46754,Smoker
46755,Smoker
46756,Smoker
46757,Smoker
46758,Smoker
46759,Smoker
46760,Smoker
46761,Smoker
46762,Smoker
46763,Smoker
46764,Smoker
46765,Smoker
46766,Smoker
46767,Smoker
46768,Smoker
46769,Smoker
46770,Smoker
46771,Smoker
46772,Smoker
46773,Smoker
46774,Smoker
46775,Smoker
46776,Smoker
46777,Smoker
46778,Smoker
46779,Smoker
46780,Smoker
46781,Smoker
46782,Smoker
46783,Smoker
46784,Smoker
46785,Smoker
46786,Smoker
46787,Smoker
46788,Smoker
46789,Smoker
46790,Smoker
46791,Smoker
46792,Smoker
46793,Smoker
46794,Smoker
46795,Smoker
46796,Smoker
46797,Smoker
46798,Smoker
46799,Smoker
46800,Smoker
46801,Smoker
46802,Smoker
46803,Smoker
46804,Smoker
46805,Smoker
46806,Smoker
46807,Smoker
46808,Smoker
46809,Smoker
46810,Smoker
46811,Smoker
46812,Smoker
46813,Smoker
46814,Smoker
46815,Smoker
46816,Smoker
46817,Smoker
46818,Smoker
46819,Smoker
46820,Smoker
46821,Smoker
46822,Smoker
46823,Smoker
46824,Smoker
46825,Smoker
46826,Smoker
46827,Smoker
46828,Smoker
46829,Smoker
46830,Smoker
46831,Smoker
46832,Smoker
46833,Smoker
46834,Smoker
46835,Smoker
46836,Smoker
46837,Smoker
46838,Smoker
46839,Smoker
46840,Smoker
46841,Smoker
46842,Smoker
46843,Smoker
46844,Smoker
46845,Smoker
46846,Smoker
46847,Smoker
46848,Smoker
46849,Smoker
46850,Smoker
46851,Smoker
46852,Smoker
46853,Smoker
46854,Smoker
46855,Smoker
46856,Smoker
46857,Smoker
46858,Smoker
46859,Smoker
46860,Smoker
46861,Smoker
46862,Smoker
46863,Smoker
46864,Smoker
46865,Smoker
46866,Smoker
46867,Smoker
46868,Smoker
46869,Smoker
46870,Smoker
46871,Smoker
46872,Smoker
46873,Smoker
46874,Smoker
46875,Smoker
46876,Smoker
46877,Smoker
46878,Smoker
46879,Smoker
46880,Smoker
46881,Smoker
46882,Smoker
46883,Smoker
46884,Smoker
46885,Smoker
46886,Smoker
46887,Smoker
46888,Smoker
46889,Smoker
46890,Smoker
46891,Smoker
46892,Smoker
46893,Smoker
46894,Smoker
46895,Smoker
46896,Smoker
46897,Smoker
46898,Smoker
46899,Smoker
46900,Smoker
46901,Smoker
46902,Smoker
46903,Smoker
46904,Smoker
46905,Smoker
46906,Smoker
46907,Smoker
46908,Smoker
46909,Smoker
46910,Smoker
46911,Smoker
46912,Smoker
46913,Smoker
46914,Smoker
46915,Smoker
46916,Smoker
46917,Smoker
46918,Smoker
46919,Smoker
46920,Smoker
46921,Smoker
46922,Smoker
46923,Smoker
46924,Smoker
46925,Smoker
46926,Smoker
46927,Smoker
46928,Smoker
46929,Smoker
46930,Smoker
46931,Smoker
46932,Smoker
46933,Smoker
46934,Smoker
46935,Smoker
46936,Smoker
46937,Smoker
46938,Smoker
46939,Smoker
46940,Smoker
46941,Smoker
46942,Smoker
46943,Smoker
46944,Smoker
46945,Smoker
46946,Smoker
46947,Smoker
46948,Smoker
46949,Smoker
46950,Smoker
46951,Smoker
46952,Smoker
46953,Smoker
46954,Smoker
46955,Smoker
46956,Smoker
46957,Smoker
46958,Smoker
46959,Smoker
46960,Smoker
46961,Smoker
46962,Smoker
46963,Smoker
46964,Smoker
46965,Smoker
46966,Smoker
46967,Smoker
46968,Smoker
46969,Smoker
46970,Smoker
46971,Smoker
46972,Smoker
46973,Smoker
46974,Smoker
46975,Smoker
46976,Smoker
46977,Smoker
46978,Smoker
46979,Smoker
46980,Smoker
46981,Smoker
46982,Smoker
46983,Smoker
46984,Smoker
46985,Smoker
46986,Smoker
46987,Smoker
46988,Smoker
46989,Smoker
46990,Smoker
46991,Smoker
46992,Smoker
46993,Smoker
46994,Smoker
46995,Smoker
46996,Smoker
46997,Smoker
46998,Smoker
46999,Smoker
47000,Smoker
47001,Smoker
47002,Smoker
47003,Smoker
47004,Smoker
47005,Smoker
47006,Smoker
47007,Smoker
47008,Smoker
47009,Smoker
47010,Smoker
47011,Smoker
47012,Smoker
47013,Smoker
47014,Smoker
47015,Smoker
47016,Smoker
47017,Smoker
47018,Smoker
47019,Smoker
47020,Smoker
47021,Smoker
47022,Smoker
47023,Smoker
47024,Smoker
47025,Smoker
47026,Smoker
47027,Smoker
47028,Smoker
47029,Smoker
47030,Smoker
47031,Smoker
47032,Smoker
47033,Smoker
47034,Smoker
47035,Smoker
47036,Smoker
47037,Smoker
47038,Smoker
47039,Smoker
47040,Smoker
47041,Smoker
47042,Smoker
47043,Smoker
47044,Smoker
47045,Smoker
47046,Smoker
47047,Smoker
47048,Smoker
47049,Smoker
47050,Smoker
47051,Smoker
47052,Smoker
47053,Smoker
47054,Smoker
47055,Smoker
47056,Smoker
47057,Smoker
47058,Smoker
47059,Smoker
47060,Smoker
47061,Smoker
47062,Smoker
47063,Smoker
47064,Smoker
47065,Smoker
47066,Smoker
47067,Smoker
47068,Smoker
47069,Smoker
47070,Smoker
47071,Smoker
47072,Smoker
47073,Smoker
47074,Smoker
47075,Smoker
47076,Smoker
47077,Smoker
47078,Smoker
47079,Smoker
47080,Smoker
47081,Smoker
47082,Smoker
47083,Smoker
47084,Smoker
47085,Smoker
47086,Smoker
47087,Smoker
47088,Smoker
47089,Smoker
47090,Smoker
47091,Smoker
47092,Smoker
47093,Smoker
47094,Smoker
47095,Smoker
47096,Smoker
47097,Smoker
47098,Smoker
47099,Smoker
47100,Smoker
47101,Smoker
47102,Smoker
47103,Smoker
47104,Smoker
47105,Smoker
47106,Smoker
47107,Smoker
47108,Smoker
47109,Smoker
47110,Smoker
47111,Smoker
47112,Smoker
47113,Smoker
47114,Smoker
47115,Smoker
47116,Smoker
47117,Smoker
47118,Smoker
47119,Smoker
47120,Smoker
47121,Smoker
47122,Smoker
47123,Smoker
47124,Smoker
47125,Smoker
47126,Smoker
47127,Smoker
47128,Smoker
47129,Smoker
47130,Smoker
47131,Smoker
47132,Smoker
47133,Smoker
47134,Smoker
47135,Smoker
47136,Smoker
47137,Smoker
47138,Smoker
47139,Smoker
47140,Smoker
47141,Smoker
47142,Smoker
47143,Smoker
47144,Smoker
47145,Smoker
47146,Smoker
47147,Smoker
47148,Smoker
47149,Smoker
47150,Smoker
47151,Smoker
47152,Smoker
47153,Smoker
47154,Smoker
47155,Smoker
47156,Smoker
47157,Smoker
47158,Smoker
47159,Smoker
47160,Smoker
47161,Smoker
47162,Smoker
47163,Smoker
47164,Smoker
47165,Smoker
47166,Smoker
47167,Smoker
47168,Smoker
47169,Smoker
47170,Smoker
47171,Smoker
47172,Smoker
47173,Smoker
47174,Smoker
47175,Smoker
47176,Smoker
47177,Smoker
47178,Smoker
47179,Smoker
47180,Smoker
47181,Smoker
47182,Smoker
47183,Smoker
47184,Smoker
47185,Smoker
47186,Smoker
47187,Smoker
47188,Smoker
47189,Smoker
47190,Smoker
47191,Smoker
47192,Smoker
47193,Smoker
47194,Smoker
47195,Smoker
47196,Smoker
47197,Smoker
47198,Smoker
47199,Smoker
47200,Smoker
47201,Smoker
47202,Smoker
47203,Smoker
47204,Smoker
47205,Smoker
47206,Smoker
47207,Smoker
47208,Smoker
47209,Smoker
47210,Smoker
47211,Smoker
47212,Smoker
47213,Smoker
47214,Smoker
47215,Smoker
47216,Smoker
47217,Smoker
47218,Smoker
47219,Smoker
47220,Smoker
47221,Smoker
47222,Smoker
47223,Smoker
47224,Smoker
47225,Smoker
47226,Smoker
47227,Smoker
47228,Smoker
47229,Smoker
47230,Smoker
47231,Smoker
47232,Smoker
47233,Smoker
47234,Smoker
47235,Smoker
47236,Smoker
47237,Smoker
47238,Smoker
47239,Smoker
47240,Smoker
47241,Smoker
47242,Smoker
47243,Smoker
47244,Smoker
47245,Smoker
47246,Smoker
47247,Smoker
47248,Smoker
47249,Smoker
47250,Smoker
47251,Smoker
47252,Smoker
47253,Smoker
47254,Smoker
47255,Smoker
47256,Smoker
47257,Smoker
47258,Smoker
47259,Smoker
47260,Smoker
47261,Smoker
47262,Smoker
47263,Smoker
47264,Smoker
47265,Smoker
47266,Smoker
47267,Smoker
47268,Smoker
47269,Smoker
47270,Smoker
47271,Smoker
47272,Smoker
47273,Smoker
47274,Smoker
47275,Smoker
47276,Smoker
47277,Smoker
47278,Smoker
47279,Smoker
47280,Smoker
47281,Smoker
47282,Smoker
47283,Smoker
47284,Smoker
47285,Smoker
47286,Smoker
47287,Smoker
47288,Smoker
47289,Smoker
47290,Smoker
47291,Smoker
47292,Smoker
47293,Smoker
47294,Smoker
47295,Smoker
47296,Smoker
47297,Smoker
47298,Smoker
47299,Smoker
47300,Smoker
47301,Smoker
47302,Smoker
47303,Smoker
47304,Smoker
47305,Smoker
47306,Smoker
47307,Smoker
47308,Smoker
47309,Smoker
47310,Smoker
47311,Smoker
47312,Smoker
47313,Smoker
47314,Smoker
47315,Smoker
47316,Smoker
47317,Smoker
47318,Smoker
47319,Smoker
47320,Smoker
47321,Smoker
47322,Smoker
47323,Smoker
47324,Smoker
47325,Smoker
47326,Smoker
47327,Smoker
47328,Smoker
47329,Smoker
47330,Smoker
47331,Smoker
47332,Smoker
47333,Smoker
47334,Smoker
47335,Smoker
47336,Smoker
47337,Smoker
47338,Smoker
47339,Smoker
47340,Smoker
47341,Smoker
47342,Smoker
47343,Smoker
47344,Smoker
47345,Smoker
47346,Smoker
47347,Smoker
47348,Smoker
47349,Smoker
47350,Smoker
47351,Smoker
47352,Smoker
47353,Smoker
47354,Smoker
47355,Smoker
47356,Smoker
47357,Smoker
47358,Smoker
47359,Smoker
47360,Smoker
47361,Smoker
47362,Smoker
47363,Smoker
47364,Smoker
47365,Smoker
47366,Smoker
47367,Smoker
47368,Smoker
47369,Smoker
47370,Smoker
47371,Smoker
47372,Smoker
47373,Smoker
47374,Smoker
47375,Smoker
47376,Smoker
47377,Smoker
47378,Smoker
47379,Smoker
47380,Smoker
47381,Smoker
47382,Smoker
47383,Smoker
47384,Smoker
47385,Smoker
47386,Smoker
47387,Smoker
47388,Smoker
47389,Smoker
47390,Smoker
47391,Smoker
47392,Smoker
47393,Smoker
47394,Smoker
47395,Smoker
47396,Smoker
47397,Smoker
47398,Smoker
47399,Smoker
47400,Smoker
47401,Smoker
47402,Smoker
47403,Smoker
47404,Smoker
47405,Smoker
47406,Smoker
47407,Smoker
47408,Smoker
47409,Smoker
47410,Smoker
47411,Smoker
47412,Smoker
47413,Smoker
47414,Smoker
47415,Smoker
47416,Smoker
47417,Smoker
47418,Smoker
47419,Smoker
47420,Smoker
47421,Smoker
47422,Smoker
47423,Smoker
47424,Smoker
47425,Smoker
47426,Smoker
47427,Smoker
47428,Smoker
47429,Smoker
47430,Smoker
47431,Smoker
47432,Smoker
47433,Smoker
47434,Smoker
47435,Smoker
47436,Smoker
47437,Smoker
47438,Smoker
47439,Smoker
47440,Smoker
47441,Smoker
47442,Smoker
47443,Smoker
47444,Smoker
47445,Smoker
47446,Smoker
47447,Smoker
47448,Smoker
47449,Smoker
47450,Smoker
47451,Smoker
47452,Smoker
47453,Smoker
47454,Smoker
47455,Smoker
47456,Smoker
47457,Smoker
47458,Smoker
47459,Smoker
47460,Smoker
47461,Smoker
47462,Smoker
47463,Smoker
47464,Smoker
47465,Smoker
47466,Smoker
47467,Smoker
47468,Smoker
47469,Smoker
47470,Smoker
47471,Smoker
47472,Smoker
47473,Smoker
47474,Smoker
47475,Smoker
47476,Smoker
47477,Smoker
47478,Smoker
47479,Smoker
47480,Smoker
47481,Smoker
47482,Smoker
47483,Smoker
47484,Smoker
47485,Smoker
47486,Smoker
47487,Smoker
47488,Smoker
47489,Smoker
47490,Smoker
47491,Smoker
47492,Smoker
47493,Smoker
47494,Smoker
47495,Smoker
47496,Smoker
47497,Smoker
47498,Smoker
47499,Smoker
47500,Smoker
47501,Smoker
47502,Smoker
47503,Smoker
47504,Smoker
47505,Smoker
47506,Smoker
47507,Smoker
47508,Smoker
47509,Smoker
47510,Smoker
47511,Smoker
47512,Smoker
47513,Smoker
47514,Smoker
47515,Smoker
47516,Smoker
47517,Smoker
47518,Smoker
47519,Smoker
47520,Smoker
47521,Smoker
47522,Smoker
47523,Smoker
47524,Smoker
47525,Smoker
47526,Smoker
47527,Smoker
47528,Smoker
47529,Smoker
47530,Smoker
47531,Smoker
47532,Smoker
47533,Smoker
47534,Smoker
47535,Smoker
47536,Smoker
47537,Smoker
47538,Smoker
47539,Smoker
47540,Smoker
47541,Smoker
47542,Smoker
47543,Smoker
47544,Smoker
47545,Smoker
47546,Smoker
47547,Smoker
47548,Smoker
47549,Smoker
47550,Smoker
47551,Smoker
47552,Smoker
47553,Smoker
47554,Smoker
47555,Smoker
47556,Smoker
47557,Smoker
47558,Smoker
47559,Smoker
47560,Smoker
47561,Smoker
47562,Smoker
47563,Smoker
47564,Smoker
47565,Smoker
47566,Smoker
47567,Smoker
47568,Smoker
47569,Smoker
47570,Smoker
47571,Smoker
47572,Smoker
47573,Smoker
47574,Smoker
47575,Smoker
47576,Smoker
47577,Smoker
47578,Smoker
47579,Smoker
47580,Smoker
47581,Smoker
47582,Smoker
47583,Smoker
47584,Smoker
47585,Smoker
47586,Smoker
47587,Smoker
47588,Smoker
47589,Smoker
47590,Smoker
47591,Smoker
47592,Smoker
47593,Smoker
47594,Smoker
47595,Smoker
47596,Smoker
47597,Smoker
47598,Smoker
47599,Smoker
47600,Smoker
47601,Smoker
47602,Smoker
47603,Smoker
47604,Smoker
47605,Smoker
47606,Smoker
47607,Smoker
47608,Smoker
47609,Smoker
47610,Smoker
47611,Smoker
47612,Smoker
47613,Smoker
47614,Smoker
47615,Smoker
47616,Smoker
47617,Smoker
47618,Smoker
47619,Smoker
47620,Smoker
47621,Smoker
47622,Smoker
47623,Smoker
47624,Smoker
47625,Smoker
47626,Smoker
47627,Smoker
47628,Smoker
47629,Smoker
47630,Smoker
47631,Smoker
47632,Smoker
47633,Smoker
47634,Smoker
47635,Smoker
47636,Smoker
47637,Smoker
47638,Smoker
47639,Smoker
47640,Smoker
47641,Smoker
47642,Smoker
47643,Smoker
47644,Smoker
47645,Smoker
47646,Smoker
47647,Smoker
47648,Smoker
47649,Smoker
47650,Smoker
47651,Smoker
47652,Smoker
47653,Smoker
47654,Smoker
47655,Smoker
47656,Smoker
47657,Smoker
47658,Smoker
47659,Smoker
47660,Smoker
47661,Smoker
47662,Smoker
47663,Smoker
47664,Smoker
47665,Smoker
47666,Smoker
47667,Smoker
47668,Smoker
47669,Smoker
47670,Smoker
47671,Smoker
47672,Smoker
47673,Smoker
47674,Smoker
47675,Smoker
47676,Smoker
47677,Smoker
47678,Smoker
47679,Smoker
47680,Smoker
47681,Smoker
47682,Smoker
47683,Smoker
47684,Smoker
47685,Smoker
47686,Smoker
47687,Smoker
47688,Smoker
47689,Smoker
47690,Smoker
47691,Smoker
47692,Smoker
47693,Smoker
47694,Smoker
47695,Smoker
47696,Smoker
47697,Smoker
47698,Smoker
47699,Smoker
47700,Smoker
47701,Smoker
47702,Smoker
47703,Smoker
47704,Smoker
47705,Smoker
47706,Smoker
47707,Smoker
47708,Smoker
47709,Smoker
47710,Smoker
47711,Smoker
47712,Smoker
47713,Smoker
47714,Smoker
47715,Smoker
47716,Smoker
47717,Smoker
47718,Smoker
47719,Smoker
47720,Smoker
47721,Smoker
47722,Smoker
47723,Smoker
47724,Smoker
47725,Smoker
47726,Smoker
47727,Smoker
47728,Smoker
47729,Smoker
47730,Smoker
47731,Smoker
47732,Smoker
47733,Smoker
47734,Smoker
47735,Smoker
47736,Smoker
47737,Smoker
47738,Smoker
47739,Smoker
47740,Smoker
47741,Smoker
47742,Smoker
47743,Smoker
47744,Smoker
47745,Smoker
47746,Smoker
47747,Smoker
47748,Smoker
47749,Smoker
47750,Smoker
47751,Smoker
47752,Smoker
47753,Smoker
47754,Smoker
47755,Smoker
47756,Smoker
47757,Smoker
47758,Smoker
47759,Smoker
47760,Smoker
47761,Smoker
47762,Smoker
47763,Smoker
47764,Smoker
47765,Smoker
47766,Smoker
47767,Smoker
47768,Smoker
47769,Smoker
47770,Smoker
47771,Smoker
47772,Smoker
47773,Smoker
47774,Smoker
47775,Smoker
47776,Smoker
47777,Smoker
47778,Smoker
47779,Smoker
47780,Smoker
47781,Smoker
47782,Smoker
47783,Smoker
47784,Smoker
47785,Smoker
47786,Smoker
47787,Smoker
47788,Smoker
47789,Smoker
47790,Smoker
47791,Smoker
47792,Smoker
47793,Smoker
47794,Smoker
47795,Smoker
47796,Smoker
47797,Smoker
47798,Smoker
47799,Smoker
47800,Smoker
47801,Smoker
47802,Smoker
47803,Smoker
47804,Smoker
47805,Smoker
47806,Smoker
47807,Smoker
47808,Smoker
47809,Smoker
47810,Smoker
47811,Smoker
47812,Smoker
47813,Smoker
47814,Smoker
47815,Smoker
47816,Smoker
47817,Smoker
47818,Smoker
47819,Smoker
47820,Smoker
47821,Smoker
47822,Smoker
47823,Smoker
47824,Smoker
47825,Smoker
47826,Smoker
47827,Smoker
47828,Smoker
47829,Smoker
47830,Smoker
47831,Smoker
47832,Smoker
47833,Smoker
47834,Smoker
47835,Smoker
47836,Smoker
47837,Smoker
47838,Smoker
47839,Smoker
47840,Smoker
47841,Smoker
47842,Smoker
47843,Smoker
47844,Smoker
47845,Smoker
47846,Smoker
47847,Smoker
47848,Smoker
47849,Smoker
47850,Smoker
47851,Smoker
47852,Smoker
47853,Smoker
47854,Smoker
47855,Smoker
47856,Smoker
47857,Smoker
47858,Smoker
47859,Smoker
47860,Smoker
47861,Smoker
47862,Smoker
47863,Smoker
47864,Smoker
47865,Smoker
47866,Smoker
47867,Smoker
47868,Smoker
47869,Smoker
47870,Smoker
47871,Smoker
47872,Smoker
47873,Smoker
47874,Smoker
47875,Smoker
47876,Smoker
47877,Smoker
47878,Smoker
47879,Smoker
47880,Smoker
47881,Smoker
47882,Smoker
47883,Smoker
47884,Smoker
47885,Smoker
47886,Smoker
47887,Smoker
47888,Smoker
47889,Smoker
47890,Smoker
47891,Smoker
47892,Smoker
47893,Smoker
47894,Smoker
47895,Smoker
47896,Smoker
47897,Smoker
47898,Smoker
47899,Smoker
47900,Smoker
47901,Smoker
47902,Smoker
47903,Smoker
47904,Smoker
47905,Smoker
47906,Smoker
47907,Smoker
47908,Smoker
47909,Smoker
47910,Smoker
47911,Smoker
47912,Smoker
47913,Smoker
47914,Smoker
47915,Smoker
47916,Smoker
47917,Smoker
47918,Smoker
47919,Smoker
47920,Smoker
47921,Smoker
47922,Smoker
47923,Smoker
47924,Smoker
47925,Smoker
47926,Smoker
47927,Smoker
47928,Smoker
47929,Smoker
47930,Smoker
47931,Smoker
47932,Smoker
47933,Smoker
47934,Smoker
47935,Smoker
47936,Smoker
47937,Smoker
47938,Smoker
47939,Smoker
47940,Smoker
47941,Smoker
47942,Smoker
47943,Smoker
47944,Smoker
47945,Smoker
47946,Smoker
47947,Smoker
47948,Smoker
47949,Smoker
47950,Smoker
47951,Smoker
47952,Smoker
47953,Smoker
47954,Smoker
47955,Smoker
47956,Smoker
47957,Smoker
47958,Smoker
47959,Smoker
47960,Smoker
47961,Smoker
47962,Smoker
47963,Smoker
47964,Smoker
47965,Smoker
47966,Smoker
47967,Smoker
47968,Smoker
47969,Smoker
47970,Smoker
47971,Smoker
47972,Smoker
47973,Smoker
47974,Smoker
47975,Smoker
47976,Smoker
47977,Smoker
47978,Smoker
47979,Smoker
47980,Smoker
47981,Smoker
47982,Smoker
47983,Smoker
47984,Smoker
47985,Smoker
